tweet,sentiment
reyt fancies a valentinos. Worst of times considering i can`t have any,0
just had an awesome Girl Scout Day at Dodger stadium with two awesome olympic athletes Joanna Hayes and Heather Bown!  And we won!,1
What is everyone saying about the supposed **** pics of Matt Striker? Hope he doesn``t get in trouble,1
Happy 2 b out of school!!!!!!! People just piss me off sometimes,1
thanks kate too.  *kisses* Xoxo.,1
Hey had some fun with friends !!!!!Now cleaning,1
"Good morning universe, how are you today",1
**** if there is anytime I need my car... its now! Dammit,0
Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...**** you microsoft...i want win 7,0
I have uncontrolable hic-ups right now that hurt,0
i hate it. it should just be english all day everyday,0
this is a horrible day.,0
Heading back home with a win!,1
aww noooo that doesn`t sound too great,0
why you never answer me..  wath i say to you,0
"And, I`m accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA.  saving for a house. crazy!",1
Worried for my cousin and her son,0
"is Chillin`, listening to Tunes",1
"on my way to get some Maggie Moos Peanut Butter Galaxy, then home! thank god this week is done. 4 meetings in 1 day!!!!",1
"I wake up at 4:30 during the week - and funny, Deathcab makes me think of you!  (& I use your calendar to track work hours)",1
ty for feeding our NK addiction..ermm i mean our uhh nope yup addiction covers it,1
sweet situations.,1
Jamies Free Views Dead,0
http://twitpic.com/67twh - This has never happened before =/ orange blinky lights. I think I`ve broke my battery again,0
Ugh i have boom boom pow stuck in my head and i hate that song,0
: nooo  i don`t know why...i click on TweetDeck_0_25_manual_Blink182.air and it doesn`t run!! so sad...,0
studying for this **** econ test,0
Have a slight headache,0
_is_one84 Those suck so bad.,0
"_Confidential I tried to use Spinelli to turn him on to GH, but it didn`t really work",0
omgoodness FINALLY back from dinner with the fam bam!,1
I hope it`ll go by as quickly as possible.,1
OH THAT`S GOOD! My top 4 are: The Haunted House/Sound one; Bakery; Inside Ralphie`s body; & ..... I FORGET!!,1
"TGIF.,..i wish that saying applied to me, but i work Saturdays",1
Miss you in that 70s show!!!!!!,0
Glad TS brought it! Sorry about ur foot shorty...ur gonna have to relax wit the heels,0
WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE,0
"Good stuff, Smiles back? Why won`t you go to his concert too? :o. Wish I could instead of doing my music which is failing  lol x",1
happy birthday  and  congrats  wish you were here for your lady..ill take care of her;),1
"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity.",1
wishes he could be with that special someone....,1
Right now it is 5:07am.  Ugghhh.,0
what a lazy sunday... I love lazy days...,1
LOL. me too..werd...:p...hubby`s fave driver is Martin so I am happy for him and me!!!,1
haha IE...it`s expensive!!!! Hm...let me message you later,0
but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare,1
Thank you for FF,1
I hate it when my sweetie has a bad day  http://tinyurl.com/lr22dj,0
i decided that myspacee is wayy better,1
is about to make a nice cup of tea and pop some benadryl...long day...stay positive twitterbugs...goodnight!,1
Thanks hon. #Migraine went away then came back.,1
"Will you ever come to SF Bay Area to preform, i feel left out",0
was being sarcy as usual,0
"Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place",1
I`m not comfortable with this announcement.,0
is very hungover,0
Still awake lol Finished talking to a really good Brawl player. We talking in SmashSpace.ning.com  Join the website if you like SSBB!,1
"good luck chan! gue kmrn bawa backpack kosong, quite helping",1
"Its official, I`m having the worst day. I called it a mile away",0
I wish I could have time for my xbox  project all tied,1
"Being involved in requirements and architecture is nice and all, but now I`m looking forward to writing some code!",1
forgot my lunch and no one else is ordering stuff  boooooo!,0
"No! I would like this! Yesterday, I talked with Alyso Stoner xD And Benton sent me a private messae and coment me here!",1
monday at the school  gosshhh what I`ve been waiting for,1
lol. just don`t ever forget me,1
_123 i cant sleep,0
I have to start eating healthy,1
"Sons of ****, why couldn`t they put them on the releases we already bought",0
i`m getting ready for tonight (teachers dinner on the beach!) but it`s raining and i hate this!,0
are you are a RIOT!!,0
"ah it doesnt work for me  but i just want to say i love the beach girl, you guys are acee! england loves you (: ****",1
LOVE your show  !,1
"According to , a quarter of families under six live in poverty.",0
looks like we`re rained out for weekend climbing,0
_uts bass love,1
Doing dishes...i miss my kitchen team,0
Just saw Star Trek. I am not a hardcore fan or anything but it was really good! Get at it,1
Interesting. I type `bike` i get 10 bike company followers. `Download` gets me 5 IT companies. Amused.  Can you say `keyword`?!,1
I still can`t believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!,1
KICKIN BAK......NEED 2 DO MY HW.....I MISS U BABE  LOLZ,0
"Far too sick to sing.  I`ve got a post nasal drip and a sore throat, just sent my sorry I won`t be there email",0
boo! I must`ve deleted it from my phone!  can`t find it in my emails either!,0
i miss yoooooooou my poia,0
"Lovely night, guys. Full moon  thinking about going out onto my roof lol",1
haha that`s way cool! Good morning,1
_kelly Bummed about the maxi dresses!  I think they`re so cute for summer but I`m only 5`4'!,1
going to bed.   goodnight,1
enjoy!!!  have a good day. don`t forget to twitpic ****,1
"_0981 LOL I was going to do some homework, but kind of got distracted... Again...  Goodnight!",1
Thanks for Following,1
"Good lord, man.   I recommend the Dark & Stormy at Casablanca.",1
"@_katieedwards I can`t yet back, I`ve run out of texts!  I`ll ring you laters xoxo",0
I know! D: I finally got my component cables for the PS2 in the other day and instead of playing P3:FES I played OoT.,1
is it for dinner? the amount for dinner ones is greater than say an afternoon snack. a pack for the day is prob ok.,1
you said you **** up your nose!,0
It was fun  At a friends house cuz you know I don`t have a yard big enough for a firepit. SNIFFLE!,1
im gonna fail this test miserably in history,0
"mmm - home-made pizza (that I helped to make), a home-made cheesecake (to eat soon) & family... a nice day for mother & nanna",1
it wont work in the uk,0
i feel less than nothin`.. lower than zero..,0
Thanks! My mom`s seed is larger and already cracked (and planted). I hope Avalina isn`t a dud!,0
Bugger. forgot I still have washing in my machine,0
I think that`s what`s wrong with me.  Stuffed up and when I breathe in it feels like a sore throat,0
- nice how the lifelock suit was brought by experian basically to reduce processing costs caused by ppl who don`t want id theft,1
working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,0
Happy mother`s day to all the mums out there,1
ugh... I know the economy is depressing...,0
I can`t work out if you`re into diesel or rice burners.,0
i miss that too,0
Why does my boss have to come in today.....,0
hiya! been looking for you1,1
its taking forever to upload,0
Miley Cyrus = great actress,1
Fuuuuuuuudgeee I burned my finger with oil! It hurts,0
Make sure u pick up Chrisette Michele`s new album EPIPHANY in stores tomorrow May 5th! You will love it! Promise!  Congrats,1
Yay! I finally made sales at the gallery; Really helps when the artists are there,1
you givein lady ga ga arun for her money in that get up hee hee love it,1
It`d be really hard to give up my chocolate while reading.  Does chocolate count as a food?,0
at work booo....,0
I wanna see my mama but she hasn`t called me back yet  MAMA...MAMA!!!,0
"My cable signal is all messed up!!! I`m missing Ghostwhisperer  In other news I have hurt my toe and have a cold, in like hot weather!!!!",0
awww i missed it  twitpic?,0
is back home now      gonna miss every one,0
_other Excellent analogy,1
im @ the eye doctors & had to bring trinity with me cause my mom fell down the stairs today & broke her toe. ugh,0
feel crappy today,0
Hey Mary! This Is My Twitter  (Karishmaa1) Luvv Youu ?,1
"well no phone today, we are waiting till June 9th to get a better deal sooooo  but its all good",1
Vacation over!!!  Looking forward to the next one........,1
being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.,0
"i love you,i love you,i love you -you`re the most beautiful and sweet girl ever.",1
I`m a good girl...ALL work is done,1
http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,1
left the inn  now im at school. dang its straight up dead here!! [<3Hannah],0
bed bed bed  do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day,0
i wish i wasn`t all  bummed but i kinda am,1
Feeling sick at stomach today,0
I`m not sleeping at all until  accepts my appology,0
Please don`t forget us,0
HAPPY MOTHERS DAY TO ALL THE MOTHERS IN THE WORLD ESPECIALLY THE TWEETER MOMS,1
"I kept calling and calling, but never got through",0
"I didn`t say I met *all* the awesomest people, just a bunch of them.",1
I always forget how much fun kyle is!,0
time to leave a passive agressive note to the owners.  It`s not the dog`s fault... it`s their **** owners,0
is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.,0
